timestamp_utc,run_id,sample_index,story,story_len,plaintext_len,roundtrip_ok,avalanche_pct,avalanche_std,avalanche_min_bit,avalanche_max_bit,sac_avg,sac_std,sac_min_bit,sac_max_bit,bic_avg_corr,bic_max_corr,bic_std_corr,bic_pass,key_sensitivity_pct,shannon_entropy,chi2_statistic,chi2_p_value,chi2_pass,nist_p_monobit,nist_pass,ddt_max,lat_max,diff_prob,serial_corr_lag1,serial_corr_lag2,serial_corr_lag4,timing_implementation,timing_mean_ns,timing_median_ns,timing_std_ns,timing_iqr_ns,timing_cv_pct
2026-03-30T05:54:31Z,2039078462,11,In a small village market people argued cheerfully about the price of fresh vegetables.,87,44,1,50.177,0.03882,0.382812,0.585938,0.50177,0.04327,0.40625,0.601562,0.006234,0.033442,0.004719,1,50.0122,7.99075,282.193,0.116416,1,0.19147,1,4,16,0.015625,0.002047,-0.001512,-0.006639,C-accelerated,135645.11,134500.0,2895.1,3275.0,1.2175
2026-03-30T05:54:31Z,2039078462,10,The detective read the old letter again hoping to find a clue he had missed before.,83,44,1,50.2197,0.037657,0.382812,0.578125,0.502197,0.045048,0.414062,0.617188,0.006248,0.030372,0.004757,1,50.3265,7.99125,264.716,0.324805,1,1.0,1,4,16,0.015625,-0.002356,-0.000341,-0.003127,C-accelerated,173483.56,159500.0,42303.89,50575.0,15.8542
2026-03-30T05:54:31Z,2039078462,12,The night guard walked across the empty corridor listening to the echo of his own footsteps.,92,44,1,49.5422,0.047557,0.34375,0.617188,0.495422,0.043864,0.367188,0.617188,0.006164,0.029908,0.004685,1,50.0549,7.989674,315.753,0.005686,0,0.174247,1,4,16,0.015625,0.002022,-0.000171,0.000841,C-accelerated,133789.56,133200.0,2236.12,2100.0,0.7883
2026-03-30T05:54:31Z,2039078462,13,A tired writer stared at the blank page waiting for the first sentence to appear.,81,44,1,49.9573,0.041791,0.398438,0.609375,0.499573,0.046171,0.390625,0.609375,0.006248,0.02967,0.004693,1,49.6246,7.991352,263.482,0.344226,1,0.38298,1,4,16,0.015625,-0.007273,0.006688,-0.005521,C-accelerated,134900.89,134100.0,3129.76,4000.0,1.4914
2026-03-30T05:54:31Z,2039078462,14,The scientist adjusted the microscope and noticed a pattern no one had documented before.,89,44,1,50.0488,0.043561,0.375,0.59375,0.500488,0.043187,0.414062,0.625,0.006194,0.02903,0.004672,1,50.3143,7.992245,233.647,0.827306,1,0.91647,1,4,16,0.015625,0.007023,-0.002563,0.002471,C-accelerated,137902.22,137100.0,2798.55,2475.0,0.9026
2026-03-30T05:54:31Z,2039078462,15,Under the dim light of the station a traveler checked the map one more time.,76,44,1,49.7437,0.039039,0.421875,0.59375,0.497437,0.043576,0.382812,0.601562,0.006231,0.032473,0.004687,1,49.4446,7.992475,226.758,0.89799,1,0.4775,1,4,16,0.015625,-0.006736,0.002972,0.013955,C-accelerated,134954.22,134800.0,1542.41,1275.0,0.4729
2026-03-30T05:54:31Z,2039078462,16,The baker opened his shop early filling the street with the smell of warm bread.,80,44,1,49.5789,0.039049,0.40625,0.609375,0.495789,0.046001,0.375,0.617188,0.006265,0.033623,0.004691,1,50.1831,7.993177,209.327,0.983317,1,0.901355,1,4,16,0.015625,0.001968,0.009493,-0.000326,C-accelerated,136311.33,134700.0,4689.46,7775.0,2.886
2026-03-30T05:54:31Z,2039078462,17,A group of students discussed a strange idea that might change their entire project.,84,44,1,50.0,0.040957,0.390625,0.609375,0.5,0.046312,0.367188,0.617188,0.006252,0.029892,0.004732,1,50.2594,7.991743,250.147,0.574054,1,0.48046,1,4,16,0.015625,0.006723,0.000451,0.011458,C-accelerated,138476.44,134600.0,8038.12,8375.0,3.1111
2026-03-30T05:54:31Z,2039078462,18,The wind pushed clouds across the sky while the lighthouse blinked steadily.,76,44,1,49.4995,0.043374,0.390625,0.609375,0.494995,0.041773,0.390625,0.601562,0.006204,0.03101,0.004657,1,49.6613,7.990619,283.427,0.106736,1,0.973379,1,4,16,0.015625,0.005385,0.007808,0.000539,C-accelerated,133275.33,132350.0,2791.08,2600.0,0.9822
2026-03-30T05:54:31Z,2039078462,19,A quiet river passed behind the town carrying fallen leaves toward the sea.,75,44,1,50.4944,0.045553,0.414062,0.609375,0.504944,0.03993,0.40625,0.625,0.006256,0.035306,0.004689,1,50.2808,7.991049,271.558,0.227451,1,0.897581,1,4,16,0.015625,0.000981,-0.01146,-0.003297,C-accelerated,134383.56,134400.0,1627.96,2275.0,0.8464
2026-03-30T05:54:31Z,2039078462,20,An old mechanic repaired engines that younger workers no longer understood.,75,44,1,50.2014,0.043807,0.40625,0.625,0.502014,0.045859,0.398438,0.640625,0.006246,0.031743,0.004781,1,50.1648,7.992341,234.252,0.819955,1,0.800525,1,4,16,0.015625,-0.001014,-0.008477,0.005307,C-accelerated,133449.78,133100.0,2041.81,2700.0,1.0143
2026-03-30T05:54:31Z,2039078462,21,The gardener watered the plants while humming a song from childhood.,68,44,1,50.116,0.046652,0.382812,0.617188,0.50116,0.042624,0.398438,0.625,0.006255,0.029998,0.004758,1,50.2747,7.991014,272.116,0.220363,1,0.169757,1,4,16,0.015625,-0.006022,-0.001838,0.00351,C-accelerated,133730.67,134200.0,1640.65,1700.0,0.6334
2026-03-30T05:54:31Z,2039078462,22,A long forgotten photograph slipped from the pages of an old book.,66,44,1,50.2808,0.040931,0.40625,0.601562,0.502808,0.04271,0.367188,0.617188,0.006275,0.027239,0.004711,1,50.0092,7.991331,266.065,0.304153,1,0.526046,1,4,16,0.015625,0.002464,-0.003293,0.002811,C-accelerated,138396.67,135500.0,7048.81,8950.0,3.3026
2026-03-30T05:54:31Z,2039078462,23,The storm arrived faster than anyone expected and the power lines shook violently.,82,44,1,50.1038,0.045558,0.382812,0.609375,0.501038,0.042121,0.398438,0.601562,0.006225,0.03064,0.004716,1,49.8749,7.989911,304.908,0.017457,0,0.87875,1,4,16,0.015625,-0.002032,-0.001429,-9.2e-05,C-accelerated,134731.56,134800.0,1774.22,1500.0,0.5564
2026-03-30T05:54:31Z,2039078462,24,At the corner of the street a musician practiced the same melody again and again.,81,44,1,50.0366,0.043628,0.390625,0.617188,0.500366,0.047208,0.398438,0.625,0.006318,0.029385,0.004766,1,49.8413,7.991417,261.155,0.382146,1,0.489402,1,4,16,0.015625,-0.015334,-0.001896,-0.000834,C-accelerated,132840.0,133300.0,1537.18,2700.0,1.0128
2026-03-30T05:54:31Z,2039078462,25,Inside the laboratory a computer screen filled with numbers and strange graphs.,79,44,1,50.0,0.048229,0.382812,0.609375,0.5,0.043322,0.40625,0.585938,0.006211,0.036857,0.004734,1,50.4395,7.99166,256.175,0.467544,1,0.287732,1,4,16,0.015625,0.003342,-0.00023,0.002072,C-accelerated,134228.44,134100.0,1820.31,1400.0,0.522
2026-03-30T05:54:31Z,2039078462,26,The traveler wrote a message home describing the distant mountains.,67,44,1,49.7437,0.040076,0.390625,0.59375,0.497437,0.045848,0.390625,0.59375,0.006174,0.028079,0.004661,1,49.8901,7.99127,264.692,0.325167,1,0.002354,0,4,16,0.015625,0.009542,-0.001629,-0.002117,C-accelerated,138315.11,135200.0,8956.08,5400.0,1.997
2026-03-30T05:54:31Z,2039078462,27,A lonely satellite moved silently above the sleeping continent.,63,44,1,50.4822,0.049228,0.367188,0.617188,0.504822,0.039873,0.390625,0.59375,0.006262,0.031664,0.004742,1,50.2686,7.992584,225.641,0.90721,1,0.882511,1,4,16,0.015625,-0.002738,0.006501,-0.003551,C-accelerated,143254.0,138050.0,12237.53,10975.0,3.975
2026-03-30T05:54:31Z,2039078462,28,The historian searched dusty archives hoping to verify a forgotten story.,73,44,1,50.7263,0.04125,0.414062,0.609375,0.507263,0.039077,0.390625,0.609375,0.006174,0.029784,0.00468,1,49.5056,7.991849,248.308,0.606171,1,0.735002,1,4,16,0.015625,0.001448,0.006331,0.001473,C-accelerated,132865.11,132900.0,1757.82,2600.0,0.9782
2026-03-30T05:54:31Z,2039078462,29,During the festival lanterns floated gently across the dark river.,66,44,1,49.707,0.050931,0.359375,0.617188,0.49707,0.048524,0.375,0.632812,0.006201,0.027915,0.004671,1,50.3204,7.992645,224.244,0.917889,1,0.393466,1,4,16,0.015625,0.007879,-0.000642,-0.005354,C-accelerated,132092.0,131850.0,1671.49,2775.0,1.0523
2026-03-30T05:54:31Z,2039078462,30,A small drone hovered above the forest recording the patterns of trees.,71,44,1,49.8901,0.046872,0.390625,0.609375,0.498901,0.045646,0.382812,0.59375,0.006211,0.033056,0.00471,1,50.1556,7.991209,270.185,0.245452,1,0.059045,1,4,16,0.015625,0.00971,0.00507,-0.007167,C-accelerated,136786.44,133300.0,7950.71,7000.0,2.6257
2026-03-30T05:54:31Z,2039078462,31,The clock in the hallway stopped ticking sometime after midnight.,65,44,1,49.5667,0.044835,0.390625,0.632812,0.495667,0.042755,0.34375,0.601562,0.006279,0.030332,0.004722,1,49.6246,7.992756,219.985,0.944962,1,0.548052,1,4,16,0.015625,0.006424,-0.004884,-0.001882,C-accelerated,133718.22,132450.0,4572.64,2200.0,0.8305
2026-03-30T05:54:31Z,2039078462,32,A curious student asked a question that changed the entire lecture.,67,44,1,49.7803,0.045027,0.375,0.601562,0.497803,0.034567,0.40625,0.578125,0.006203,0.029183,0.004695,1,50.2533,7.991379,261.481,0.376745,1,0.590089,1,4,16,0.015625,-0.008007,-0.009862,-0.000834,C-accelerated,133188.89,133000.0,1957.32,2875.0,1.0808
2026-03-30T05:54:31Z,2039078462,33,The café owner watched strangers pass by through the rainy window.,66,44,1,50.3418,0.044385,0.34375,0.585938,0.503418,0.043594,0.390625,0.601562,0.006267,0.035524,0.004693,1,50.1648,7.991097,270.138,0.246076,1,0.567269,1,4,16,0.015625,0.003653,-0.002602,0.002458,C-accelerated,135508.22,135400.0,936.33,600.0,0.2216
2026-03-30T05:54:31Z,2039078462,34,In the library basement someone discovered a stack of unread journals.,70,44,1,50.769,0.044794,0.375,0.617188,0.50769,0.045753,0.367188,0.617188,0.006197,0.039058,0.004676,1,50.3448,7.989147,330.228,0.001037,0,0.026637,1,4,16,0.015625,-0.000568,-0.003726,0.003582,C-accelerated,132209.78,131800.0,1443.53,1100.0,0.4173
2026-03-30T05:54:31Z,2039078462,35,A fisherman repaired his nets while listening to the sound of waves.,68,44,1,50.7263,0.046448,0.398438,0.601562,0.507263,0.04503,0.390625,0.609375,0.006296,0.034191,0.004693,1,50.116,7.990192,299.462,0.02912,0,0.279173,1,4,16,0.015625,0.001085,0.003062,0.009492,C-accelerated,150258.89,142250.0,19584.0,14575.0,5.123
2026-03-30T05:54:31Z,2039078462,36,The programmer closed his laptop and walked outside to clear his thoughts.,74,44,1,50.0366,0.043726,0.382812,0.601562,0.500366,0.04492,0.375,0.609375,0.006148,0.032878,0.004641,1,50.1068,7.9924,230.272,0.864931,1,0.580258,1,4,16,0.015625,0.002191,-0.005096,-0.003293,C-accelerated,132864.44,132600.0,1283.41,1400.0,0.5279
2026-03-30T05:54:31Z,2039078462,37,A bright comet appeared briefly in the winter sky before fading again.,70,44,1,50.116,0.042725,0.390625,0.617188,0.50116,0.047038,0.390625,0.640625,0.006156,0.027822,0.004613,1,50.47,7.990327,294.528,0.044901,0,0.017142,1,4,16,0.015625,-0.002605,-0.005071,-0.004897,C-accelerated,134526.89,133900.0,3012.54,4200.0,1.5683
2026-03-30T05:54:31Z,2039078462,38,The mountain path twisted between tall pine trees and scattered rocks.,70,44,1,50.2014,0.04588,0.40625,0.609375,0.502014,0.048576,0.375,0.632812,0.006287,0.03212,0.004707,1,49.5972,7.991386,264.739,0.324444,1,0.07459,1,4,16,0.015625,-0.007715,-0.015095,-0.001221,C-accelerated,155396.67,168200.0,17160.63,35500.0,10.5529
2026-03-30T05:54:31Z,2039078462,39,A young artist filled a notebook with sketches from everyday life.,66,44,1,49.3164,0.04732,0.351562,0.625,0.493164,0.041913,0.390625,0.609375,0.006153,0.035233,0.004676,1,50.0092,7.992445,229.015,0.877468,1,0.186653,1,4,16,0.015625,-0.010594,0.009103,-0.00253,C-accelerated,142921.33,138900.0,10216.86,13000.0,4.6796
2026-03-30T05:54:31Z,2039078462,40,The radio played an old song that nobody had heard for years.,61,44,1,49.8718,0.0443,0.375,0.632812,0.498718,0.049389,0.390625,0.664062,0.006215,0.032511,0.004762,1,49.5209,7.989873,311.727,0.00876,0,0.085251,1,4,16,0.015625,0.005077,-0.002164,0.002704,C-accelerated,134329.11,134100.0,1378.98,1500.0,0.5593
2026-03-30T05:54:31Z,2039078462,41,At the university lab researchers debated the meaning of unexpected results.,76,44,1,49.3042,0.048664,0.335938,0.601562,0.493042,0.040692,0.382812,0.59375,0.006299,0.034175,0.004762,1,49.9756,7.992802,217.821,0.955809,1,0.939199,1,4,16,0.015625,-0.008734,0.008114,0.006599,C-accelerated,134117.11,133450.0,3077.57,4000.0,1.4987
2026-03-30T05:54:31Z,2039078462,42,The ship moved slowly across the quiet ocean under a sky full of stars.,71,44,1,48.9685,0.042779,0.382812,0.59375,0.489685,0.042979,0.375,0.585938,0.006224,0.035556,0.004703,1,49.6124,7.991813,248.844,0.596868,1,0.980983,1,4,16,0.015625,-0.00692,0.01076,-0.007814,C-accelerated,139401.78,136200.0,8151.61,9950.0,3.6527
2026-03-30T05:54:31Z,2039078462,43,A security camera blinked quietly above the empty hallway.,58,44,1,50.6348,0.042665,0.40625,0.601562,0.506348,0.045489,0.40625,0.648438,0.006243,0.034425,0.004746,1,49.6765,7.993028,213.562,0.972252,1,0.081847,1,4,16,0.015625,-0.0088,-0.020384,-0.003769,C-accelerated,132845.11,132800.0,1318.98,1700.0,0.6401
2026-03-30T05:54:31Z,2039078462,44,The gardener noticed the first flower blooming after a long winter.,67,44,1,49.7314,0.048233,0.367188,0.625,0.497314,0.045778,0.375,0.601562,0.006248,0.030739,0.004695,1,49.6429,7.993017,212.352,0.975891,1,0.897581,1,4,16,0.015625,-0.001406,-0.002292,0.007824,C-accelerated,133088.22,132600.0,1878.57,2475.0,0.9333
2026-03-30T05:54:31Z,2039078462,45,A distant thunderstorm illuminated the horizon with silent flashes of light.,76,44,1,50.4333,0.039882,0.375,0.609375,0.504333,0.045615,0.34375,0.65625,0.0062,0.031386,0.004722,1,50.1617,7.991078,271.441,0.228945,1,0.89381,1,4,16,0.015625,-0.003216,0.002114,0.000703,C-accelerated,131990.22,131900.0,978.14,1100.0,0.417
2026-03-30T05:54:31Z,2039078462,46,The mathematician scribbled notes while searching for a hidden pattern.,71,44,1,50.0549,0.045241,0.40625,0.609375,0.500549,0.041457,0.414062,0.625,0.006327,0.03235,0.004763,1,50.1099,7.991703,253.475,0.515207,1,0.457057,1,4,16,0.015625,0.002026,-0.004167,-0.002196,C-accelerated,139176.44,134250.0,11747.42,8975.0,3.3426
2026-03-30T05:54:31Z,2039078462,47,The taxi driver listened patiently to a passenger telling a long story.,71,44,1,49.9451,0.041273,0.398438,0.601562,0.499451,0.044034,0.390625,0.640625,0.006201,0.028249,0.004722,1,49.6246,7.992289,234.019,0.822804,1,0.194731,1,4,16,0.015625,0.002224,0.020016,-0.000206,C-accelerated,135044.89,134900.0,1409.28,1700.0,0.6301
2026-03-30T05:54:31Z,2039078462,48,The bookstore owner recommended a novel about forgotten cities.,63,44,1,50.531,0.04428,0.40625,0.601562,0.50531,0.045783,0.40625,0.640625,0.006208,0.027945,0.004747,1,49.8779,7.990438,292.247,0.05431,1,0.767556,1,4,16,0.015625,-0.00026,0.009174,0.000786,C-accelerated,136561.56,135800.0,2906.74,4300.0,1.5832
2026-03-30T05:54:31Z,2039078462,49,The old bridge creaked softly whenever a car passed over it.,60,44,1,50.0,0.044996,0.382812,0.601562,0.5,0.043978,0.375,0.609375,0.006206,0.034063,0.004781,1,50.1923,7.990999,275.281,0.182825,1,0.158208,1,4,16,0.015625,0.003855,0.006766,-0.000431,C-accelerated,132909.78,132500.0,1603.19,2400.0,0.9057
2026-03-30T05:54:31Z,2039078462,50,A traveler fell asleep while reading during a long flight.,58,44,1,49.5239,0.048546,0.351562,0.601562,0.495239,0.041308,0.367188,0.585938,0.00621,0.02871,0.004651,1,49.9237,7.991576,256.128,0.468361,1,0.567269,1,4,16,0.015625,0.005813,0.008566,0.003115,C-accelerated,136279.11,134250.0,5676.82,6575.0,2.4488
2026-03-30T05:54:31Z,2039078462,51,The scientist compared data from two experiments that looked almost identical.,78,44,1,50.7996,0.045139,0.375,0.585938,0.507996,0.040776,0.414062,0.601562,0.006229,0.028189,0.004636,1,49.884,7.992622,224.035,0.919411,1,0.731413,1,4,16,0.015625,0.009345,-0.008355,-0.010001,C-accelerated,142892.0,139600.0,9411.14,12075.0,4.3249
2026-03-30T05:54:31Z,2039078462,52,A student quietly finished homework while everyone else watched television.,75,44,1,50.5737,0.048784,0.382812,0.632812,0.505737,0.045528,0.390625,0.617188,0.006293,0.030037,0.004768,1,49.7223,7.990898,277.469,0.159514,1,0.471609,1,4,16,0.015625,0.00477,-0.007633,-0.001444,C-accelerated,135914.0,134100.0,6494.19,3475.0,1.2957
2026-03-30T05:54:31Z,2039078462,53,In the corner of the room a computer processed thousands of calculations.,73,44,1,50.1709,0.042421,0.414062,0.609375,0.501709,0.046935,0.375,0.625,0.006288,0.029913,0.004734,1,49.7589,7.992007,241.257,0.722469,1,0.706458,1,4,16,0.015625,-0.005631,0.00326,0.002281,C-accelerated,134455.33,134400.0,1571.18,2475.0,0.9208
2026-03-30T05:54:31Z,2039078462,54,The baker smiled as the first customers arrived early in the morning.,69,44,1,50.2991,0.043467,0.390625,0.601562,0.502991,0.047683,0.40625,0.640625,0.006186,0.030014,0.004706,1,50.0549,7.991787,248.122,0.609396,1,0.685315,1,4,16,0.015625,0.010676,-0.012977,0.003523,C-accelerated,137305.56,134650.0,6238.77,7175.0,2.6643
2026-03-30T05:54:31Z,2039078462,55,A small boat drifted gently near the shore without anyone inside.,65,44,1,50.1404,0.045955,0.367188,0.625,0.501404,0.042606,0.414062,0.601562,0.006238,0.029526,0.004709,1,49.4873,7.992444,229.248,0.875207,1,0.657505,1,4,16,0.015625,0.008878,-0.00258,0.004973,C-accelerated,144828.22,141550.0,9923.59,14400.0,5.0865
2026-03-30T05:54:31Z,2039078462,56,The city park slowly filled with people enjoying the afternoon sunlight.,72,44,1,49.8657,0.041168,0.40625,0.585938,0.498657,0.042254,0.398438,0.648438,0.006126,0.02933,0.004638,1,50.3967,7.990997,278.749,0.146871,1,0.650625,1,4,16,0.015625,0.003975,-0.007274,-0.002193,C-accelerated,135854.44,136200.0,1978.22,2700.0,0.9912
2026-03-30T05:54:31Z,2039078462,57,The night sky revealed a scattering of distant galaxies beyond the clouds.,74,44,1,49.1272,0.041806,0.398438,0.609375,0.491272,0.039033,0.40625,0.570312,0.006193,0.029323,0.004667,1,50.0854,7.991697,252.311,0.535828,1,0.268719,1,4,16,0.015625,0.001228,0.000246,0.003535,C-accelerated,135438.0,134750.0,3190.47,3800.0,1.41
2026-03-30T05:54:31Z,2039078462,58,A software developer stared at a bug that refused to disappear.,63,44,1,50.6653,0.046478,0.40625,0.625,0.506653,0.041823,0.398438,0.609375,0.006283,0.032226,0.004804,1,50.0916,7.991337,262.295,0.36337,1,0.073818,1,4,16,0.015625,-0.005019,-0.000428,-0.012124,C-accelerated,133926.0,133800.0,1719.12,2700.0,1.009
2026-03-30T05:54:31Z,2039078462,59,The museum guide explained the history of an ancient artifact.,62,44,1,50.1892,0.041464,0.414062,0.625,0.501892,0.041152,0.390625,0.625,0.006277,0.034717,0.0047,1,50.0732,7.993294,205.975,0.989219,1,0.147264,1,4,16,0.015625,-0.008202,-0.013787,-0.006318,C-accelerated,134712.89,134200.0,2136.34,2400.0,0.8942
2026-03-30T05:54:31Z,2039078462,60,Somewhere a train whistle echoed across the quiet countryside.,62,44,1,50.8423,0.046942,0.359375,0.640625,0.508423,0.046257,0.359375,0.632812,0.006288,0.033699,0.004787,1,49.8779,7.990114,300.858,0.025625,0,0.699384,1,4,16,0.015625,-0.007469,0.01505,0.004352,C-accelerated,159472.22,139050.0,38377.22,29900.0,10.7515
2026-03-30T05:54:31Z,2039078462,61,The river reflected the orange glow of sunset.,46,44,1,49.6155,0.049728,0.390625,0.609375,0.496155,0.047971,0.398438,0.625,0.006171,0.028818,0.004718,1,49.707,7.991709,252.823,0.526755,1,0.859987,1,4,16,0.015625,0.010075,0.003637,0.005632,C-accelerated,132161.56,131800.0,1586.04,2400.0,0.9105
2026-03-30T05:54:31Z,2039078462,62,A young child asked endless questions about the stars.,54,44,1,49.9939,0.040294,0.421875,0.625,0.499939,0.039251,0.382812,0.609375,0.006223,0.031236,0.004706,1,50.0244,7.990429,294.132,0.046429,0,0.720681,1,4,16,0.015625,0.002506,-0.004133,-0.009058,C-accelerated,137769.56,134800.0,7737.86,7375.0,2.7355
2026-03-30T05:54:31Z,2039078462,63,The pilot watched the instruments carefully during a turbulent flight.,70,44,1,50.3784,0.039764,0.40625,0.625,0.503784,0.042824,0.398438,0.601562,0.006258,0.031002,0.004686,1,50.1434,7.992386,233.088,0.83393,1,0.252559,1,4,16,0.015625,0.011423,-0.005513,-0.004392,C-accelerated,135238.89,134900.0,1750.9,1300.0,0.4818
2026-03-30T05:54:31Z,2039078462,64,A forgotten path led into a forest nobody visited anymore.,58,44,1,50.0916,0.040485,0.414062,0.578125,0.500916,0.041988,0.40625,0.609375,0.006257,0.034397,0.004757,1,50.0763,7.992594,225.501,0.90832,1,0.388201,1,4,16,0.015625,-0.002979,0.005063,-0.00345,C-accelerated,133835.56,133800.0,1606.92,2000.0,0.7474
2026-03-30T05:54:31Z,2039078462,65,The library remained silent except for turning pages.,53,44,1,50.116,0.042747,0.390625,0.601562,0.50116,0.043957,0.390625,0.609375,0.00633,0.029532,0.004807,1,50.2289,7.993027,210.49,0.980724,1,0.630162,1,4,16,0.015625,0.006021,0.00324,-0.0069,C-accelerated,133431.56,132800.0,3152.79,1600.0,0.6024
2026-03-30T05:54:31Z,2039078462,66,The engineer measured the structure again to confirm the calculation.,69,44,1,49.53,0.043315,0.367188,0.601562,0.4953,0.046326,0.382812,0.578125,0.006214,0.03112,0.004704,1,50.2136,7.992443,227.549,0.891087,1,0.393466,1,4,16,0.015625,-0.004847,-0.007623,-0.001864,C-accelerated,134042.67,133300.0,3218.44,2900.0,1.0878
2026-03-30T05:54:31Z,2039078462,67,The dog waited patiently beside the closed gate.,48,44,1,49.3408,0.044069,0.351562,0.601562,0.493408,0.047214,0.382812,0.585938,0.00622,0.031991,0.004701,1,49.5209,7.991138,269.952,0.248583,1,0.054703,1,4,16,0.015625,0.001118,-0.00758,0.005439,C-accelerated,134490.89,134400.0,1246.29,1800.0,0.6696
2026-03-30T05:54:31Z,2039078462,68,A researcher opened a dataset containing millions of entries.,61,44,1,49.53,0.041939,0.390625,0.59375,0.4953,0.044057,0.382812,0.632812,0.006244,0.03026,0.004785,1,49.7986,7.992509,227.642,0.890254,1,0.147264,1,4,16,0.015625,0.012086,0.006349,0.004404,C-accelerated,131865.56,131500.0,1547.87,2475.0,0.9411
