timestamp_utc,run_id,sample_index,story,story_len,plaintext_len,roundtrip_ok,avalanche_pct,avalanche_std,avalanche_min_bit,avalanche_max_bit,sac_avg,sac_std,sac_min_bit,sac_max_bit,bic_avg_corr,bic_max_corr,bic_std_corr,bic_pass,key_sensitivity_pct,shannon_entropy,chi2_statistic,chi2_p_value,chi2_pass,nist_p_monobit,nist_pass,ddt_max,lat_max,diff_prob,serial_corr_lag1,serial_corr_lag2,serial_corr_lag4,timing_implementation,timing_mean_ns,timing_median_ns,timing_std_ns,timing_iqr_ns,timing_cv_pct
2026-03-30T05:40:55Z,2724667016,24,At the corner of the street a musician practiced the same melody again and again.,81,44,1,50.0183,0.043972,0.390625,0.601562,0.500183,0.043228,0.398438,0.59375,0.006246,0.033447,0.004752,1,49.7589,7.991008,272.931,0.210275,1,0.401443,1,4,16,0.015625,-0.000915,-0.011461,-0.007842,C-accelerated,131795.33,132000.0,2035.87,3000.0,1.1364
2026-03-30T05:40:55Z,2724667016,26,The traveler wrote a message home describing the distant mountains.,67,44,1,50.6653,0.043761,0.414062,0.609375,0.506653,0.046406,0.359375,0.609375,0.006243,0.032299,0.004736,1,49.823,7.990488,292.201,0.054517,1,0.996196,1,4,16,0.015625,8.3e-05,0.009542,0.000634,C-accelerated,132008.44,132200.0,1265.37,1775.0,0.6713
2026-03-30T05:40:55Z,2724667016,25,Inside the laboratory a computer screen filled with numbers and strange graphs.,79,44,1,49.4202,0.044594,0.359375,0.601562,0.494202,0.044999,0.382812,0.609375,0.006276,0.031487,0.004721,1,50.0641,7.992256,237.114,0.782778,1,0.905131,1,4,16,0.015625,-0.007749,-0.006782,0.005667,C-accelerated,133778.44,132700.0,3772.83,1100.0,0.4145
2026-03-30T05:40:55Z,2724667016,27,A lonely satellite moved silently above the sleeping continent.,63,44,1,49.4385,0.041235,0.40625,0.648438,0.494385,0.0432,0.414062,0.609375,0.006184,0.032627,0.004702,1,49.7345,7.992438,230.924,0.858114,1,0.296466,1,4,16,0.015625,-0.009471,0.002481,0.000482,C-accelerated,131954.22,131700.0,2211.98,2000.0,0.7593
2026-03-30T05:40:55Z,2724667016,28,The historian searched dusty archives hoping to verify a forgotten story.,73,44,1,50.354,0.04779,0.375,0.632812,0.50354,0.043857,0.398438,0.601562,0.006239,0.030382,0.004691,1,50.2258,7.991895,247.075,0.62742,1,0.583526,1,4,16,0.015625,-0.003879,0.005965,-0.003811,C-accelerated,130364.67,129700.0,1850.81,2575.0,0.9927
2026-03-30T05:40:55Z,2724667016,29,During the festival lanterns floated gently across the dark river.,66,44,1,50.1404,0.042212,0.382812,0.632812,0.501404,0.042918,0.375,0.648438,0.006209,0.028076,0.004702,1,49.7101,7.992507,228.876,0.878812,1,0.992393,1,4,16,0.015625,0.005478,-0.003213,-0.004404,C-accelerated,130749.78,130200.0,1372.61,2300.0,0.8833
2026-03-30T05:40:55Z,2724667016,30,A small drone hovered above the forest recording the patterns of trees.,71,44,1,50.9705,0.041001,0.40625,0.609375,0.509705,0.043298,0.414062,0.601562,0.006318,0.033755,0.004781,1,50.1923,7.991917,246.028,0.64522,1,0.753033,1,4,16,0.015625,0.00797,0.002451,0.015317,C-accelerated,131268.0,131300.0,1433.02,2600.0,0.9901
2026-03-30T05:40:55Z,2724667016,31,The clock in the hallway stopped ticking sometime after midnight.,65,44,1,50.0427,0.04229,0.390625,0.625,0.500427,0.043589,0.390625,0.609375,0.006253,0.029346,0.004697,1,49.6887,7.992007,242.56,0.702092,1,0.423185,1,4,16,0.015625,-0.000589,-0.00452,-0.005613,C-accelerated,130873.56,130900.0,1257.79,1900.0,0.7257
2026-03-30T05:40:55Z,2724667016,32,A curious student asked a question that changed the entire lecture.,67,44,1,49.5117,0.040736,0.421875,0.609375,0.495117,0.045617,0.359375,0.59375,0.006224,0.028318,0.004656,1,49.9176,7.993001,213.26,0.973201,1,0.767556,1,4,16,0.015625,0.003805,0.008222,-0.000747,C-accelerated,133204.22,133900.0,1944.23,3700.0,1.3816
2026-03-30T05:40:55Z,2724667016,34,In the library basement someone discovered a stack of unread journals.,70,44,1,49.9329,0.04594,0.390625,0.640625,0.499329,0.044848,0.390625,0.632812,0.006204,0.028834,0.004684,1,50.177,7.991547,258.758,0.422666,1,0.538566,1,4,16,0.015625,-0.015694,-0.006723,-0.001595,C-accelerated,133191.78,133000.0,1456.95,1100.0,0.4135
2026-03-30T05:40:55Z,2724667016,33,The café owner watched strangers pass by through the rainy window.,66,44,1,49.7986,0.044519,0.390625,0.601562,0.497986,0.040066,0.414062,0.609375,0.006212,0.031306,0.004714,1,50.1038,7.991783,249.519,0.585079,1,0.119017,1,4,16,0.015625,0.005065,0.005305,-0.004075,C-accelerated,133210.22,133500.0,1575.02,1975.0,0.7397
2026-03-30T05:40:55Z,2724667016,35,A fisherman repaired his nets while listening to the sound of waves.,68,44,1,50.1282,0.041728,0.390625,0.601562,0.501282,0.046597,0.382812,0.59375,0.006263,0.029929,0.004735,1,50.5432,7.992267,237.533,0.777015,1,0.749416,1,4,16,0.015625,0.010622,-0.008821,0.00504,C-accelerated,134165.78,134200.0,1548.13,1775.0,0.6613
2026-03-30T05:40:55Z,2724667016,36,The programmer closed his laptop and walked outside to clear his thoughts.,74,44,1,50.4944,0.046362,0.40625,0.632812,0.504944,0.048019,0.382812,0.625,0.006181,0.026759,0.004697,1,49.6094,7.991752,252.777,0.52758,1,0.345206,1,4,16,0.015625,0.00095,0.010276,-0.000164,C-accelerated,131407.33,131100.0,1528.13,2300.0,0.8772
2026-03-30T05:40:55Z,2724667016,38,The mountain path twisted between tall pine trees and scattered rocks.,70,44,1,49.2615,0.040821,0.421875,0.609375,0.492615,0.046736,0.367188,0.601562,0.00626,0.033364,0.004713,1,49.9695,7.99208,241.629,0.716709,1,0.529162,1,4,16,0.015625,-0.002308,0.004358,-0.012671,C-accelerated,132048.44,132200.0,1480.89,2300.0,0.8699
2026-03-30T05:40:55Z,2724667016,37,A bright comet appeared briefly in the winter sky before fading again.,70,44,1,50.0305,0.045736,0.40625,0.601562,0.500305,0.046532,0.367188,0.609375,0.00619,0.02809,0.004638,1,49.2859,7.991328,261.457,0.37713,1,0.905131,1,4,16,0.015625,0.000792,-0.001033,0.012964,C-accelerated,132964.0,133000.0,1029.34,1200.0,0.4511
2026-03-30T05:40:55Z,2724667016,39,A young artist filled a notebook with sketches from everyday life.,66,44,1,50.4822,0.042513,0.375,0.59375,0.504822,0.040725,0.398438,0.617188,0.006243,0.031141,0.004708,1,50.2045,7.990051,302.138,0.022745,0,0.445601,1,4,16,0.015625,0.003352,-0.00137,-0.010981,C-accelerated,134650.22,132200.0,4859.85,6975.0,2.638
2026-03-30T05:40:55Z,2724667016,40,The radio played an old song that nobody had heard for years.,61,44,1,50.1709,0.038755,0.398438,0.59375,0.501709,0.044719,0.375,0.609375,0.006101,0.030393,0.004626,1,50.1617,7.991893,246.493,0.637339,1,0.240892,1,4,16,0.015625,0.002825,0.004828,-0.000938,C-accelerated,133129.11,131950.0,7168.73,2200.0,0.8336
2026-03-30T05:40:55Z,2724667016,42,The ship moved slowly across the quiet ocean under a sky full of stars.,71,44,1,49.6582,0.042295,0.351562,0.601562,0.496582,0.04271,0.382812,0.617188,0.006284,0.030145,0.004733,1,50.6165,7.990689,283.869,0.103418,1,0.548052,1,4,16,0.015625,-0.000502,-0.000323,-0.006207,C-accelerated,134328.22,133200.0,3303.52,3000.0,1.1261
2026-03-30T05:40:55Z,2724667016,41,At the university lab researchers debated the meaning of unexpected results.,76,44,1,50.7141,0.042858,0.390625,0.640625,0.507141,0.039824,0.421875,0.59375,0.006166,0.030511,0.004644,1,49.7589,7.991811,248.495,0.60294,1,0.699384,1,4,16,0.015625,-0.008453,-0.003637,0.006686,C-accelerated,132005.33,131100.0,2817.38,2500.0,0.9535
2026-03-30T05:40:55Z,2724667016,43,A security camera blinked quietly above the empty hallway.,58,44,1,50.2808,0.04355,0.375,0.609375,0.502808,0.045823,0.40625,0.671875,0.006132,0.03007,0.004614,1,49.826,7.992149,239.116,0.754541,1,0.48046,1,4,16,0.015625,-0.001667,-0.015305,-0.004473,C-accelerated,132382.89,132500.0,1485.54,2275.0,0.8585
2026-03-30T05:40:55Z,2724667016,44,The gardener noticed the first flower blooming after a long winter.,67,44,1,49.7559,0.044525,0.382812,0.601562,0.497559,0.043758,0.398438,0.617188,0.006177,0.031047,0.004664,1,50.0366,7.990993,272.815,0.211698,1,0.486411,1,4,16,0.015625,-0.009225,-0.004168,-0.011561,C-accelerated,132049.33,132150.0,1300.47,1900.0,0.7189
2026-03-30T05:40:55Z,2724667016,45,A distant thunderstorm illuminated the horizon with silent flashes of light.,76,44,1,49.2371,0.044113,0.367188,0.585938,0.492371,0.045747,0.351562,0.601562,0.006237,0.030426,0.00468,1,49.9573,7.992539,225.92,0.904962,1,0.194731,1,4,16,0.015625,0.002626,0.00692,0.00055,C-accelerated,132739.56,132700.0,1176.64,1200.0,0.4521
2026-03-30T05:40:55Z,2724667016,47,The taxi driver listened patiently to a passenger telling a long story.,71,44,1,48.9807,0.041839,0.375,0.601562,0.489807,0.041335,0.375,0.585938,0.006218,0.033804,0.004653,1,49.6216,7.990888,275.77,0.17743,1,0.428726,1,4,16,0.015625,0.003435,0.003589,-0.000968,C-accelerated,133488.67,132800.0,2486.48,3500.0,1.3178
2026-03-30T05:40:55Z,2724667016,46,The mathematician scribbled notes while searching for a hidden pattern.,71,44,1,49.5239,0.040844,0.398438,0.601562,0.495239,0.044186,0.359375,0.609375,0.006187,0.031643,0.004653,1,50.1648,7.991189,270.161,0.245764,1,0.423185,1,4,16,0.015625,0.005618,-0.006414,0.005304,C-accelerated,131668.22,131550.0,1410.64,2500.0,0.9502
2026-03-30T05:40:55Z,2724667016,48,The bookstore owner recommended a novel about forgotten cities.,63,44,1,49.6399,0.050865,0.359375,0.640625,0.496399,0.042297,0.390625,0.609375,0.006228,0.030545,0.004699,1,50.2869,7.993445,199.645,0.995667,1,0.724253,1,4,16,0.015625,-0.00162,0.002272,0.01536,C-accelerated,131659.56,131650.0,1514.99,2300.0,0.8735
2026-03-30T05:40:55Z,2724667016,49,The old bridge creaked softly whenever a car passed over it.,60,44,1,49.7681,0.044445,0.390625,0.617188,0.497681,0.036374,0.390625,0.59375,0.006278,0.030935,0.004748,1,49.8474,7.992223,235.857,0.79958,1,0.544881,1,4,16,0.015625,-0.007875,0.006686,0.008901,C-accelerated,133014.44,132300.0,1716.53,1100.0,0.4157
2026-03-30T05:40:55Z,2724667016,50,A traveler fell asleep while reading during a long flight.,58,44,1,49.8901,0.043407,0.40625,0.601562,0.498901,0.042508,0.414062,0.617188,0.006206,0.029357,0.004703,1,50.1495,7.991097,267.811,0.278451,1,0.37523,1,4,16,0.015625,-0.009417,0.006208,0.012494,C-accelerated,134048.89,134400.0,1914.71,2600.0,0.9673
2026-03-30T05:40:55Z,2724667016,51,The scientist compared data from two experiments that looked almost identical.,78,44,1,50.2686,0.045064,0.382812,0.601562,0.502686,0.043448,0.390625,0.601562,0.006286,0.029275,0.00472,1,49.704,7.990802,277.865,0.155528,1,0.04037,1,4,16,0.015625,0.013212,6e-06,-0.000694,C-accelerated,135550.44,135200.0,2158.94,1700.0,0.6287
2026-03-30T05:40:55Z,2724667016,52,A student quietly finished homework while everyone else watched television.,75,44,1,50.116,0.041936,0.40625,0.609375,0.50116,0.047109,0.40625,0.640625,0.00626,0.03108,0.0047,1,49.8383,7.990841,278.074,0.153446,1,0.155416,1,4,16,0.015625,0.000747,-0.007262,0.00825,C-accelerated,131600.44,131100.0,1512.94,2300.0,0.8772
2026-03-30T05:40:55Z,2724667016,53,In the corner of the room a computer processed thousands of calculations.,73,44,1,50.9033,0.044123,0.390625,0.632812,0.509033,0.044703,0.40625,0.59375,0.006211,0.028432,0.004705,1,49.707,7.992016,240.815,0.729241,1,0.830134,1,4,16,0.015625,0.006324,-0.003959,-0.008097,C-accelerated,132027.33,131950.0,1254.25,1500.0,0.5684
2026-03-30T05:40:55Z,2724667016,54,The baker smiled as the first customers arrived early in the morning.,69,44,1,50.3296,0.047508,0.390625,0.625,0.503296,0.048961,0.375,0.609375,0.006273,0.033844,0.004714,1,49.942,7.992864,215.959,0.963744,1,0.507551,1,4,16,0.015625,0.00183,0.00504,-0.00356,C-accelerated,133256.0,132800.0,2452.17,1575.0,0.593
2026-03-30T05:40:55Z,2724667016,55,A small boat drifted gently near the shore without anyone inside.,65,44,1,49.7131,0.044526,0.375,0.585938,0.497131,0.047651,0.34375,0.601562,0.00613,0.030664,0.004656,1,50.0092,7.991645,254.685,0.493785,1,0.272868,1,4,16,0.015625,-0.002882,-0.00452,0.002891,C-accelerated,132602.44,132600.0,1738.13,1600.0,0.6033
2026-03-30T05:40:55Z,2724667016,56,The city park slowly filled with people enjoying the afternoon sunlight.,72,44,1,50.0366,0.041786,0.398438,0.59375,0.500366,0.043486,0.398438,0.625,0.006194,0.034794,0.004732,1,49.9298,7.990689,286.871,0.082925,1,0.163906,1,4,16,0.015625,0.004907,-0.005564,-0.002404,C-accelerated,131298.0,131200.0,1538.79,2200.0,0.8384
2026-03-30T05:40:55Z,2724667016,57,The night sky revealed a scattering of distant galaxies beyond the clouds.,74,44,1,50.6348,0.045004,0.398438,0.648438,0.506348,0.042057,0.414062,0.601562,0.006112,0.03477,0.004647,1,49.6277,7.991889,246.772,0.632587,1,0.532287,1,4,16,0.015625,0.005292,-0.000702,-0.002482,C-accelerated,132904.67,131600.0,3493.82,2400.0,0.9119
2026-03-30T05:40:55Z,2724667016,58,A software developer stared at a bug that refused to disappear.,63,44,1,49.4507,0.045464,0.382812,0.601562,0.494507,0.048034,0.390625,0.617188,0.006216,0.032728,0.00466,1,49.7925,7.991175,269.463,0.255234,1,0.763917,1,4,16,0.015625,0.001854,0.006733,0.003617,C-accelerated,131462.22,131100.0,1416.68,1700.0,0.6484
2026-03-30T05:40:55Z,2724667016,59,The museum guide explained the history of an ancient artifact.,62,44,1,49.5544,0.045088,0.375,0.609375,0.495544,0.043724,0.367188,0.601562,0.006231,0.030034,0.004664,1,49.884,7.992106,238.324,0.765915,1,0.104023,1,4,16,0.015625,0.000514,-0.013335,0.003538,C-accelerated,132219.33,131700.0,1396.15,1100.0,0.4176
2026-03-30T05:40:55Z,2724667016,60,Somewhere a train whistle echoed across the quiet countryside.,62,44,1,50.1648,0.041795,0.40625,0.609375,0.501648,0.043985,0.359375,0.617188,0.00618,0.029896,0.004715,1,50.3967,7.991353,264.413,0.329522,1,0.774848,1,4,16,0.015625,-0.000278,-0.006145,3e-06,C-accelerated,131934.22,131400.0,1498.11,2400.0,0.9132
2026-03-30T05:40:55Z,2724667016,61,The river reflected the orange glow of sunset.,46,44,1,49.9146,0.047373,0.359375,0.632812,0.499146,0.049874,0.375,0.640625,0.006203,0.029754,0.004709,1,50.2899,7.99174,251.543,0.549423,1,0.671354,1,4,16,0.015625,-0.005353,-0.002734,0.010836,C-accelerated,132268.67,131350.0,3136.9,3000.0,1.142
2026-03-30T05:40:55Z,2724667016,62,A young child asked endless questions about the stars.,54,44,1,49.8962,0.044873,0.398438,0.601562,0.498962,0.043315,0.390625,0.632812,0.006179,0.029557,0.004712,1,49.7162,7.992424,229.574,0.871995,1,0.654061,1,4,16,0.015625,-0.00098,0.018162,0.004993,C-accelerated,131533.56,132000.0,1321.26,2300.0,0.8712
2026-03-30T05:40:55Z,2724667016,63,The pilot watched the instruments carefully during a turbulent flight.,70,44,1,50.0488,0.043964,0.390625,0.625,0.500488,0.040024,0.40625,0.648438,0.006225,0.029681,0.004667,1,50.5981,7.991158,266.833,0.2927,1,0.633553,1,4,16,0.015625,0.00549,0.005418,0.005384,C-accelerated,132469.33,132700.0,1317.1,1000.0,0.3768
2026-03-30T05:40:55Z,2724667016,64,A forgotten path led into a forest nobody visited anymore.,58,44,1,50.0488,0.044471,0.390625,0.59375,0.500488,0.047899,0.390625,0.625,0.006278,0.037101,0.004775,1,49.4171,7.991233,268.835,0.263931,1,0.87875,1,4,16,0.015625,0.006834,-0.005096,-0.000834,C-accelerated,131888.22,132200.0,1438.68,2300.0,0.8699
2026-03-30T05:40:55Z,2724667016,65,The library remained silent except for turning pages.,53,44,1,49.5483,0.037001,0.421875,0.59375,0.495483,0.041011,0.382812,0.601562,0.006206,0.031651,0.004672,1,50.1556,7.99098,276.352,0.171148,1,0.590089,1,4,16,0.015625,-0.00957,0.010058,-0.004191,C-accelerated,132880.22,132150.0,2118.51,1700.0,0.6432
2026-03-30T05:40:55Z,2724667016,66,The engineer measured the structure again to confirm the calculation.,69,44,1,49.9878,0.043509,0.382812,0.609375,0.499878,0.043223,0.390625,0.609375,0.006144,0.029802,0.004643,1,49.7314,7.992234,237.114,0.782778,1,0.939199,1,4,16,0.015625,0.002546,-0.015398,-0.005052,C-accelerated,130740.22,130400.0,1044.8,1000.0,0.3834
2026-03-30T05:40:55Z,2724667016,67,The dog waited patiently beside the closed gate.,48,44,1,50.0061,0.048036,0.375,0.617188,0.500061,0.036832,0.382812,0.617188,0.006195,0.030285,0.004669,1,49.939,7.989713,309.679,0.010837,0,0.616675,1,4,16,0.015625,0.007933,-0.008624,-0.000891,C-accelerated,131713.11,131500.0,1594.0,1800.0,0.6844
2026-03-30T05:40:55Z,2724667016,68,A researcher opened a dataset containing millions of entries.,61,44,1,49.3713,0.045419,0.367188,0.609375,0.493713,0.044346,0.414062,0.664062,0.006229,0.030024,0.004734,1,50.2045,7.991316,264.273,0.331709,1,0.203063,1,4,16,0.015625,0.001896,0.003839,0.010453,C-accelerated,134037.11,134500.0,1558.62,700.0,0.2602
